Unnamed: 0,Wiki_ID,Movie_ID,title,release_date,BoxOfficeRevenue,Runtime,Languages,Countries,Genres,Year,budget,Net_revenue,rating,BoxOfficeRank,RatingRank,SuccessMetric,script_id,imdb_id,female_script,Bechdel_score,num_actors,num_women,proportion_actress,incl_score
59611,100274,/m/0pk1p,Hudson Hawk,1991-05-24,17218080.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gf28"": ""Parody"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/016vh2"": ""Caper story"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",1991,65000000.0,-47781920.0,5.549566358553007,0.0085967831392124,0.2154169051707689,0.1120068441549906,2569,tt0102070,0.18194070080862534,3,12.0,3.0,0.25,0.47731356693620847
59700,724258,/m/035w2k,Mission: Impossible,1996-05-22,457696359.0,110.0,"{""/m/064_8sq"": ""French Language"", ""/m/01wgr"": ""Czech Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",1996,80000000.0,377696359.0,6.95,0.971436494731004,0.7516695287158939,0.8615530117234489,2933,tt0117060,0.20467836257309946,1,14.0,4.0,0.2857142857142857,0.2745753272069062
59841,74577,/m/0jwvf,Rear Window,1954-08-01,36764313.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0c3351"": ""Suspense""}",1954,1000000.0,35764313.0,8.35,0.6430948419301165,0.9960885327227628,0.8195916873264397,3182,tt0047396,0.37696664568911264,3,12.0,5.0,0.4166666666666667,0.5978777707852597
60128,3287436,/m/093gf2,Coraline,2009-02-05,124596398.0,100.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/06qln"": ""Stop motion"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",2009,60000000.0,64596398.0,7.54906896688023,0.7426511369938991,0.9156649494371304,0.8291580432155147,5392,tt0327597,0.7553816046966733,3,19.0,10.0,0.5263157894736842,0.7605657980567858
60132,666923,/m/0315rp,The Lost World: Jurassic Park,1997-05-19,618638999.0,129.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure"", ""/m/060__y"": ""Film adaptation""}",1997,73000000.0,545638999.0,6.400104978970985,0.9866888519134775,0.5401640908223622,0.7634264713679199,4464,tt0119567,0.23407917383820998,3,17.0,4.0,0.23529411764705882,0.4897910971617563
60260,23270459,/m/0661ql3,Inception,2010-07-08,825532764.0,148.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02kdv5l"": ""Action""}",2010,160000000.0,665532764.0,8.449994135614489,0.9925124792013312,0.9971379507727532,0.9948252149870422,2598,tt1375666,0.20514950166112955,3,15.0,3.0,0.2,0.4683831672203765
60371,18448029,/m/04f2dnx,Surrogates,2009-09-24,122444772.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/01t_vv"": ""Comedy-drama""}",2009,80000000.0,42444772.0,6.1,0.6694398225180255,0.4016409082236215,0.5355403653708235,3476,tt0986263,0.31596638655462184,1,14.0,5.0,0.35714285714285715,0.33548085901027075
60387,458573,/m/02bz36,Pi,1998-01,3221152.0,83.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/073_6"": ""Surrealism"", ""/m/0424mc"": ""Experimental film"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/0k345"": ""Avant-garde""}",1998,60000.0,3161152.0,7.199999999999999,0.3655019412090959,0.8317115054378935,0.5986067233234947,3091,tt0138704,0.1925465838509317,2,12.0,6.0,0.5,0.45307108350586606
60417,62440,/m/0gw7p,The Sting,1973-12-25,159616327.0,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/02kdv5l"": ""Action"", ""/m/03pgfj"": ""New Hollywood""}",1973,5500000.0,154116327.0,8.100000000000001,0.8899057127010538,0.9883609998091968,0.9391333562551252,1370,tt0070735,0.05827067669172936,1,16.0,3.0,0.1875,0.1930346700083542
60455,633052,/m/02yvct,Inglourious Basterds,2009-05-20,320389438.0,152.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/0vgkd"": ""Black comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",2009,70000000.0,250389438.0,8.15,0.9403771491957847,0.990650639190994,0.9655138941933894,4423,tt0361748,0.3492063492063492,3,26.0,6.0,0.23076923076923078,0.5266585266585266
60461,18717177,/m/0dr3sl,Shrek,2001-04-22,484409218.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/04xvh5"": ""Costume drama"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/0hj3myc"": ""Children's Fantasy""}",2001,60000000.0,424409218.0,7.599795767912648,0.9778147531891292,0.9267315397824842,0.9522731464858069,3331,tt0126029,0.19300911854103342,1,13.0,2.0,0.15384615384615385,0.22672953524017356
60473,4597853,/m/0cbv4g,The Devil Wears Prada,2006-06-29,326551094.0,108.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3nyp"": ""Workplace Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",2006,35000000.0,291551094.0,6.95,0.9542429284525792,0.7516695287158939,0.8529562285842365,4109,tt0458352,0.7405582922824302,3,13.0,7.0,0.5384615384615384,0.7596732769146562
60486,23810915,/m/06_x996,Up in the Air,2009-09-05,166842739.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2009,25000000.0,141842739.0,7.049978721593327,0.8757626178591237,0.7779049799656554,0.8268337989123895,3643,tt1193138,0.39040348964013083,2,15.0,5.0,0.3333333333333333,0.4634678298800436
60501,9835,/m/02p5d,Escape from New York,1981-05-23,50000000.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/06n90"": ""Science Fiction"", ""/m/0219x_"": ""Indie"", ""/m/094ddt"": ""Doomsday film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/0hj3n1c"": ""Escape Film"", ""/m/02kdv5l"": ""Action"", ""/m/026ny"": ""Dystopia""}",1981,6000000.0,44000000.0,7.0,0.6741541874653355,0.767887807670292,0.7210209975678137,2239,tt0082340,0.07397959183673475,0,12.0,2.0,0.16666666666666666,0.0802154195011338
60502,382387,/m/021s41,Gremlins,1984-06-08,153083102.0,106.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/0hj3n7f"": ""Horror Comedy""}",1984,11000000.0,142083102.0,7.099907887433721,0.8760399334442596,0.7952680786109521,0.8356540060276059,971,tt0087363,0.17233560090702948,1,23.0,5.0,0.21739130434782608,0.24102007952939627
60676,657764,/m/030b8c,Uncle Buck,1989-08-16,79258538.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3n0k"": ""Domestic Comedy""}",1989,15000000.0,64258538.0,6.85,0.7407099278979479,0.7153215035298607,0.7280157157139042,6301,tt0098554,0.4298029556650246,3,16.0,6.0,0.375,0.6016009852216748
60677,689549,/m/032zcf,Music of the Heart,1999-10-29,14859394.0,123.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3n84"": ""Inspirational Drama"", ""/m/0219x_"": ""Indie""}",1999,27000000.0,-12140606.0,6.5,0.1109262340543538,0.5731730585766075,0.3420496463154807,2968,tt0166943,0.7126050420168067,3,11.0,5.0,0.45454545454545453,0.722383498854087
60904,2572851,/m/07nxnw,Beowulf,2007-11-05,196393745.0,115.0,"{""/m/05p2d"": ""Old English language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01zhp"": ""Computer Animation"", ""/m/02kdv5l"": ""Action"", ""/m/01hmnh"": ""Fantasy"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation""}",2007,70000000.0,126393745.0,5.900154700154701,0.8599556295063783,0.3340965464605991,0.5970260879834887,3920,tt0442933,0.2316017316017316,3,13.0,3.0,0.23076923076923078,0.48745698745698746
60922,2569417,/m/07nnp_,Color of Night,1994-08-19,19750470.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0219x_"": ""Indie"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02js9"": ""Erotica""}",1994,40000000.0,-20249530.0,5.300000000000001,0.0632279534109817,0.1651402404121351,0.1141840969115584,2042,tt0109456,0.25465838509316774,3,10.0,2.0,0.2,0.48488612836438927
60950,30581,/m/07j8r,The Crying Game,1992-09-02,62548947.0,111.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/01jfsb"": ""Thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0219x_"": ""Indie"", ""/m/07s9rl0"": ""Drama"", ""/m/02qfv5d"": ""Political thriller"", ""/m/02wtdps"": ""Crime Thriller""}",1992,3705538.0,58843409.0,7.049717782955404,0.7243483083749307,0.7771417668383896,0.7507450376066602,2093,tt0104036,0.06554621848739495,2,11.0,1.0,0.09090909090909091,0.27437399202105084
61135,673274,/m/031s5z,The Devil's Advocate,1997-10-17,152944660.0,146.0,"{""/m/04306rv"": ""German Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language"", ""/m/0653m"": ""Standard Mandarin"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/05bh16v"": ""Courtroom Drama""}",1997,57000000.0,95944660.0,7.35,0.8105934553521907,0.8780767029192902,0.8443350791357405,2153,tt0118971,0.2504201680672269,3,16.0,7.0,0.4375,0.562640056022409
61174,20469278,/m/04zzgs1,Drag Me to Hell,2009-03-15,,99.0,"{""/m/01wgr"": ""Czech Language"", ""/m/06nm1"": ""Spanish Language"", ""/m/02h40lc"": ""English Language"", ""/m/02ztjwg"": ""Hungarian language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/0fdjb"": ""Supernatural""}",2009,30000000.0,,6.4,,0.5297653119633657,,2182,tt1127180,0.6746490503715937,3,12.0,5.0,0.4166666666666667,0.6971052390127536
61200,871658,/m/03kck3,Drop Dead Gorgeous,1999-07-09,10571408.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01z4y"": ""Comedy""}",1999,10000000.0,571408.0,6.6000000000000005,0.3047698280643372,0.6234497233352414,0.4641097756997893,2188,tt0157503,0.800575263662512,3,16.0,10.0,0.625,0.808525087887504
61234,17016725,/m/04q01mn,Gran Torino,2008-12-09,269958228.0,120.0,"{""/m/04lx1w"": ""Hmong language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0fx2s"": ""Tragedy"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2008,33000000.0,236958228.0,7.949999999999999,0.9362174154187464,0.977866819309292,0.9570421173640192,2436,tt1205489,0.13949579831932768,2,14.0,5.0,0.35714285714285715,0.38776844070961713
61462,5968326,/m/0fh694,Michael Clayton,2007-08-31,92991835.0,119.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/05bh16v"": ""Courtroom Drama""}",2007,25000000.0,67991835.0,6.9,0.754853022739878,0.7323029956115246,0.7435780091757013,4619,tt0465538,0.18555008210180624,2,20.0,7.0,0.35,0.40073891625615765
61710,1919203,/m/0662rd,The Lady from Shanghai,1947,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/073_6"": ""Surrealism"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02xh1"": ""Film noir""}",1947,2300000.0,,7.35,,0.8780767029192902,,8602,tt0040525,0.225181598062954,0,12.0,2.0,0.16666666666666666,0.1306160882432069
61795,73412,/m/0jqd3,North by Northwest,1959-07-17,13275000.0,131.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0bkbm"": ""Spy"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/01xpvb7"": ""Airplanes and airports""}",1959,4000000.0,9275000.0,8.05,0.4462007764836384,0.9847357374546842,0.7154682569691613,7080,tt0053125,0.3032069970845481,1,15.0,3.0,0.2,0.27884677680596043
61803,93559,/m/0n6ds,Cruel Intentions,1999-03-05,75902208.0,97.0,"{""/m/064_8sq"": ""French Language"", ""/m/07zrf"": ""Vietnamese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02l7c8"": ""Romance Film"", ""/m/01lrrt"": ""Melodrama"", ""/m/07s9rl0"": ""Drama"", ""/m/02b5_l"": ""Teen""}",1999,10500000.0,65402208.0,6.699999999999999,0.7457016084303938,0.6505437893531769,0.6981226988917854,2091,tt0139134,0.4991596638655462,3,18.0,12.0,0.6666666666666666,0.7219421101774043
61807,2763180,/m/0818fb,Fun with Dick and Jane,2005-12-21,,90.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01z4y"": ""Comedy""}",2005,100000000.0,,6.050000000000001,,0.3864720473192138,,4251,tt0369441,0.4945054945054945,3,17.0,6.0,0.35294117647058826,0.6158155569920276
61848,7832768,/m/026fm_6,The Last Temptation of Christ,1988-08-12,8373585.0,164.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hj3n57"": ""Hagiography""}",1988,7000000.0,1373585.0,7.25,0.326955074875208,0.8509826369013547,0.5889688558882813,4507,tt0095497,0.13054187192118227,2,23.0,4.0,0.17391304347826086,0.32370719402203657
61900,22547614,/m/05zwrg0,Never Let Me Go,2010-09-03,11509512.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/068d7h"": ""Romantic drama"", ""/m/06n90"": ""Science Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",2010,15000000.0,-3490488.0,6.949999999999999,0.21630615640599,0.744037397443236,0.480171776924613,4690,tt1334260,0.7857142857142857,3,15.0,11.0,0.7333333333333333,0.8396825396825397
61965,91133,/m/0mmbb,The Karate Kid,1984-06-22,90815558.0,127.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03_3d"": ""Japan""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01z02hx"": ""Sports"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01j1n2"": ""Coming of age"", ""/m/07s9rl0"": ""Drama"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1984,8000000.0,82815558.0,7.1,0.7889628397115918,0.8031864148063347,0.7960746272589632,4468,tt0087538,0.2646616541353384,3,15.0,2.0,0.13333333333333333,0.4659983291562239
62015,205013,/m/01d2v1,Ghostbusters,1984-06-07,291632124.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2s"": ""Fantasy Comedy"", ""/m/0fdjb"": ""Supernatural"", ""/m/06qln"": ""Stop motion"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",1984,30000000.0,261632124.0,7.55,0.9453688297282308,0.9194810150734593,0.932424922400845,7290,tt0087332,0.1778975741239892,2,17.0,6.0,0.35294117647058826,0.39916847242041475
62508,113549,/m/0sy44,Scream,1996-12-18,173046663.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",1996,14000000.0,159046663.0,7.2,0.894065446478092,0.8384850219423774,0.8662752342102347,4920,tt0117571,0.5411622276029056,3,20.0,6.0,0.3,0.6137207425343019
62565,10193,/m/02rzb,Enter the Dragon,1973-07-26,,99.0,"{""/m/02h40lc"": ""English Language"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",1973,850000.0,,7.449999999999999,,0.8983018507918337,,8532,tt0070034,0.05980066445182719,1,14.0,4.0,0.2857142857142857,0.22628276116648208
62623,4306224,/m/0bw6fj,Devil in a Blue Dress,1995-08-03,16140822.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/02n4kr"": ""Mystery"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/03j0dp"": ""Neo-noir""}",1995,27000000.0,-10859178.0,6.55,0.122573488630061,0.5913947719900783,0.3569841303100696,2152,tt0112857,0.1428571428571429,1,13.0,4.0,0.3076923076923077,0.2612942612942613
62657,73422,/m/0jqhd,The Day the Earth Stood Still,1951-09-18,1850000.0,85.0,"{""/m/064_8sq"": ""French Language"", ""/m/03k50"": ""Hindi Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/094ddt"": ""Doomsday film"", ""/m/01w1sx"": ""Cold War"", ""/m/06pqf08"": ""Therimin music"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama""}",1951,1200000.0,650000.0,7.5,0.3072656683305602,0.9109902690326274,0.6091279686815938,849,tt0043456,0.2433035714285714,3,7.0,2.0,0.2857142857142857,0.5096726190476191
62739,27265721,/m/0d8n8lx,Monte Carlo,2011-06-30,43075968.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03gj2"": ""Hungary""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/03k9fj"": ""Adventure"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",2011,20000000.0,23075968.0,5.9,0.5671103716028841,0.3253195954970425,0.4462149835499633,2945,tt1067774,0.7776659959758552,3,15.0,7.0,0.4666666666666667,0.7481108875475072
62864,1499348,/m/05650n,Happy Feet,2006-11-16,384335608.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/04rlf"": ""Music"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hqxf"": ""Family Film""}",2006,100000000.0,284335608.0,6.1498514203333485,0.9531336661120356,0.4140431215416905,0.683588393826863,2483,tt0366548,0.09634551495016608,3,23.0,6.0,0.2608695652173913,0.4524050267225191
62879,10825132,/m/02qr69m,Changeling,2008-05-20,113020255.0,141.0,"{""/m/02h40lc"": ""English Language"", ""/m/05zjd"": ""Portuguese Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama"", ""/m/0hn10"": ""LGBT""}",2008,55000000.0,58020255.0,7.5,0.7224070992789795,0.9109902690326274,0.8166986841558035,795,tt0824747,0.3997599039615847,3,18.0,4.0,0.2222222222222222,0.5406607087279357
62938,16264226,/m/043tz0c,The Informant!,2009-09-07,41771168.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/017fp"": ""Biography"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01f9r0"": ""Docudrama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0hj3mz5"": ""Comedy of Errors""}",2009,22000000.0,19771168.0,6.25,0.5427066001109262,0.4626979584048846,0.5027022792579054,4422,tt1130080,0.09041591320072329,1,18.0,1.0,0.05555555555555555,0.15976826736320404
63003,7694669,/m/02pcq92,Saw IV,2007-10-25,139352633.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror""}",2007,10000000.0,129352633.0,5.9,0.863006100942873,0.3253195954970425,0.5941628482199578,7344,tt0890870,0.18426501035196685,3,19.0,6.0,0.3157894736842105,0.5000181613453925
